subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
330312,33130,หนองบัว,กันทรารมย์,ศรีสะเกษ,Nong Bua,Kanthararom,Si Sa Ket
330313,33130,ดู่,กันทรารมย์,ศรีสะเกษ,Du,Kanthararom,Si Sa Ket
330314,33130,ผักแพว,กันทรารมย์,ศรีสะเกษ,Phak Phaeo,Kanthararom,Si Sa Ket
330315,33130,จาน,กันทรารมย์,ศรีสะเกษ,Chan,Kanthararom,Si Sa Ket
330320,33130,คำเนียม,กันทรารมย์,ศรีสะเกษ,Kham Niam,Kanthararom,Si Sa Ket
330401,33110,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,Bueng Malu,Kantharalak,Si Sa Ket
330402,33110,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,Kut Salao,Kantharalak,Si Sa Ket
330403,33110,เมือง,กันทรลักษ์,ศรีสะเกษ,Mueang,Kantharalak,Si Sa Ket
330405,33110,สังเม็ก,กันทรลักษ์,ศรีสะเกษ,Sang Mek,Kantharalak,Si Sa Ket
330406,33110,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,Nam Om,Kantharalak,Si Sa Ket
330407,33110,ละลาย,กันทรลักษ์,ศรีสะเกษ,Lalai,Kantharalak,Si Sa Ket
330408,33110,รุง,กันทรลักษ์,ศรีสะเกษ,Rung,Kantharalak,Si Sa Ket
330409,33110,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,Trakat,Kantharalak,Si Sa Ket
330411,33110,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,Chan Yai,Kantharalak,Si Sa Ket
330412,33110,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,Phu Ngoen,Kantharalak,Si Sa Ket
330413,33110,ชำ,กันทรลักษ์,ศรีสะเกษ,Cham,Kantharalak,Si Sa Ket
330414,33110,กระแชง,กันทรลักษ์,ศรีสะเกษ,Krachaeng,Kantharalak,Si Sa Ket
330415,33110,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ,Non Samran,Kantharalak,Si Sa Ket
330416,33110,หนองหญ้าลาด,กันทรลักษ์,ศรีสะเกษ,Nong Ya Lat,Kantharalak,Si Sa Ket
330419,33110,เสาธงชัย,กันทรลักษ์,ศรีสะเกษ,Sao Thong Chai,Kantharalak,Si Sa Ket
330420,33110,ขนุน,กันทรลักษ์,ศรีสะเกษ,Khanun,Kantharalak,Si Sa Ket
330421,33110,สวนกล้วย,กันทรลักษ์,ศรีสะเกษ,Suan Kluai,Kantharalak,Si Sa Ket
330423,33110,เวียงเหนือ,กันทรลักษ์,ศรีสะเกษ,Wiang Nuea,Kantharalak,Si Sa Ket
330424,33110,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,Thung Yai,Kantharalak,Si Sa Ket
330425,33110,ภูผาหมอก,กันทรลักษ์,ศรีสะเกษ,Phu Pha Mok,Kantharalak,Si Sa Ket
330501,33140,กันทรารมย์,ขุขันธ์,ศรีสะเกษ,Kanthararom,Khukhan,Si Sa Ket
330502,33140,จะกง,ขุขันธ์,ศรีสะเกษ,Cha Kong,Khukhan,Si Sa Ket
330503,33140,ใจดี,ขุขันธ์,ศรีสะเกษ,Chai Di,Khukhan,Si Sa Ket
330504,33140,ดองกำเม็ด,ขุขันธ์,ศรีสะเกษ,Dong Kammet,Khukhan,Si Sa Ket
330505,33140,โสน,ขุขันธ์,ศรีสะเกษ,Sano,Khukhan,Si Sa Ket
330506,33140,ปรือใหญ่,ขุขันธ์,ศรีสะเกษ,Prue Yai,Khukhan,Si Sa Ket
330507,33140,สะเดาใหญ่,ขุขันธ์,ศรีสะเกษ,Sadao Yai,Khukhan,Si Sa Ket
330508,33140,ตาอุด,ขุขันธ์,ศรีสะเกษ,Ta Ut,Khukhan,Si Sa Ket
330509,33140,ห้วยเหนือ,ขุขันธ์,ศรีสะเกษ,Huai Nuea,Khukhan,Si Sa Ket
330510,33140,ห้วยใต้,ขุขันธ์,ศรีสะเกษ,Huai Tai,Khukhan,Si Sa Ket
330511,33140,หัวเสือ,ขุขันธ์,ศรีสะเกษ,Hua Suea,Khukhan,Si Sa Ket
330513,33140,ตะเคียน,ขุขันธ์,ศรีสะเกษ,Takhian,Khukhan,Si Sa Ket
330515,33140,นิคมพัฒนา,ขุขันธ์,ศรีสะเกษ,Nikhom Phatthana,Khukhan,Si Sa Ket
330517,33140,โคกเพชร,ขุขันธ์,ศรีสะเกษ,Khok Phet,Khukhan,Si Sa Ket
330518,33140,ปราสาท,ขุขันธ์,ศรีสะเกษ,Prasat,Khukhan,Si Sa Ket
330521,33140,สำโรงตาเจ็น,ขุขันธ์,ศรีสะเกษ,Samrong Ta Chen,Khukhan,Si Sa Ket
330522,33140,ห้วยสำราญ,ขุขันธ์,ศรีสะเกษ,Huai Samran,Khukhan,Si Sa Ket
330524,33140,กฤษณา,ขุขันธ์,ศรีสะเกษ,Kritsana,Khukhan,Si Sa Ket
330525,33140,ลมศักดิ์,ขุขันธ์,ศรีสะเกษ,Lom Sak,Khukhan,Si Sa Ket
330526,33140,หนองฉลอง,ขุขันธ์,ศรีสะเกษ,Nong Chalong,Khukhan,Si Sa Ket
330527,33140,ศรีตระกูล,ขุขันธ์,ศรีสะเกษ,Si Trakun,Khukhan,Si Sa Ket
330528,33140,ศรีสะอาด,ขุขันธ์,ศรีสะเกษ,Si Sa-At,Khukhan,Si Sa Ket
330601,33180,ไพรบึง,ไพรบึง,ศรีสะเกษ,Phrai Bueng,Phrai Bueng,Si Sa Ket
330602,33180,ดินแดง,ไพรบึง,ศรีสะเกษ,Din Daeng,Phrai Bueng,Si Sa Ket
330603,33180,ปราสาทเยอ,ไพรบึง,ศรีสะเกษ,Prasat Yoe,Phrai Bueng,Si Sa Ket
330604,33180,สำโรงพลัน,ไพรบึง,ศรีสะเกษ,Samrong Phlan,Phrai Bueng,Si Sa Ket
330605,33180,สุขสวัสดิ์,ไพรบึง,ศรีสะเกษ,Suk Sawat,Phrai Bueng,Si Sa Ket
330606,33180,โนนปูน,ไพรบึง,ศรีสะเกษ,Non Pun,Phrai Bueng,Si Sa Ket
330701,33170,พิมาย,ปรางค์กู่,ศรีสะเกษ,Phimai,Prang Ku,Si Sa Ket
330702,33170,กู่,ปรางค์กู่,ศรีสะเกษ,Ku,Prang Ku,Si Sa Ket
330703,33170,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,Nong Chiang Thun,Prang Ku,Si Sa Ket
330704,33170,ตูม,ปรางค์กู่,ศรีสะเกษ,Tum,Prang Ku,Si Sa Ket
330705,33170,สมอ,ปรางค์กู่,ศรีสะเกษ,Samo,Prang Ku,Si Sa Ket
330706,33170,โพธิ์ศรี,ปรางค์กู่,ศรีสะเกษ,Pho Si,Prang Ku,Si Sa Ket
330707,33170,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,Samrong Prasat,Prang Ku,Si Sa Ket
330708,33170,ดู่,ปรางค์กู่,ศรีสะเกษ,Du,Prang Ku,Si Sa Ket
330709,33170,สวาย,ปรางค์กู่,ศรีสะเกษ,Sawat,Prang Ku,Si Sa Ket
330710,33170,พิมายเหนือ,ปรางค์กู่,ศรีสะเกษ,Phimai Nuea,Prang Ku,Si Sa Ket
330801,33150,สิ,ขุนหาญ,ศรีสะเกษ,Si,Khun Han,Si Sa Ket
330802,33150,บักดอง,ขุนหาญ,ศรีสะเกษ,Bak Dong,Khun Han,Si Sa Ket
330803,33150,พราน,ขุนหาญ,ศรีสะเกษ,Phran,Khun Han,Si Sa Ket
330804,33150,โพธิ์วงศ์,ขุนหาญ,ศรีสะเกษ,Pho Wong,Khun Han,Si Sa Ket
330805,33150,ไพร,ขุนหาญ,ศรีสะเกษ,Phrai,Khun Han,Si Sa Ket
330806,33150,กระหวัน,ขุนหาญ,ศรีสะเกษ,Krawan,Khun Han,Si Sa Ket
330807,33150,ขุนหาญ,ขุนหาญ,ศรีสะเกษ,Khun Han,Khun Han,Si Sa Ket
330808,33150,โนนสูง,ขุนหาญ,ศรีสะเกษ,Non Sung,Khun Han,Si Sa Ket
330809,33150,กันทรอม,ขุนหาญ,ศรีสะเกษ,Kan Throm,Khun Han,Si Sa Ket
330810,33150,ภูฝ้าย,ขุนหาญ,ศรีสะเกษ,Phu Fai,Khun Han,Si Sa Ket
330811,33150,โพธิ์กระสังข์,ขุนหาญ,ศรีสะเกษ,Pho Krasang,Khun Han,Si Sa Ket
330812,33150,ห้วยจันทร์,ขุนหาญ,ศรีสะเกษ,Huai Chan,Khun Han,Si Sa Ket
330901,33160,เมืองคง,ราษีไศล,ศรีสะเกษ,Mueang Khong,Rasi Salai,Si Sa Ket
330902,33160,เมืองแคน,ราษีไศล,ศรีสะเกษ,Mueang Khaen,Rasi Salai,Si Sa Ket
330903,33160,หนองแค,ราษีไศล,ศรีสะเกษ,Nong Khae,Rasi Salai,Si Sa Ket
330906,33160,จิกสังข์ทอง,ราษีไศล,ศรีสะเกษ,Chik Sang Thong,Rasi Salai,Si Sa Ket
330907,33160,ด่าน,ราษีไศล,ศรีสะเกษ,Dan,Rasi Salai,Si Sa Ket
330908,33160,ดู่,ราษีไศล,ศรีสะเกษ,Du,Rasi Salai,Si Sa Ket
330909,33160,หนองอึ่ง,ราษีไศล,ศรีสะเกษ,Nong Ueng,Rasi Salai,Si Sa Ket
330910,33160,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,Bua Hung,Rasi Salai,Si Sa Ket
330911,33160,ไผ่,ราษีไศล,ศรีสะเกษ,Phai,Rasi Salai,Si Sa Ket
330912,33160,ส้มป่อย,ราษีไศล,ศรีสะเกษ,Som Poi,Rasi Salai,Si Sa Ket
330913,33160,หนองหมี,ราษีไศล,ศรีสะเกษ,Nong Mi,Rasi Salai,Si Sa Ket
330914,33160,หว้านคำ,ราษีไศล,ศรีสะเกษ,Wan Kham,Rasi Salai,Si Sa Ket
330915,33160,สร้างปี่,ราษีไศล,ศรีสะเกษ,Sang Pi,Rasi Salai,Si Sa Ket
331001,33120,กำแพง,อุทุมพรพิสัย,ศรีสะเกษ,Kamphaeng,Uthumphon Phisai,Si Sa Ket
331002,33120,อี่หล่ำ,อุทุมพรพิสัย,ศรีสะเกษ,I Lam,Uthumphon Phisai,Si Sa Ket
331003,33120,ก้านเหลือง,อุทุมพรพิสัย,ศรีสะเกษ,Kan Lueang,Uthumphon Phisai,Si Sa Ket
331004,33120,ทุ่งไชย,อุทุมพรพิสัย,ศรีสะเกษ,Thung Chai,Uthumphon Phisai,Si Sa Ket
331005,33120,สำโรง,อุทุมพรพิสัย,ศรีสะเกษ,Samrong,Uthumphon Phisai,Si Sa Ket
331006,33120,แขม,อุทุมพรพิสัย,ศรีสะเกษ,Khaem,Uthumphon Phisai,Si Sa Ket
331007,33120,หนองไฮ,อุทุมพรพิสัย,ศรีสะเกษ,Nong Hai,Uthumphon Phisai,Si Sa Ket
331008,33120,ขะยูง,อุทุมพรพิสัย,ศรีสะเกษ,Khayung,Uthumphon Phisai,Si Sa Ket
331010,33120,ตาเกษ,อุทุมพรพิสัย,ศรีสะเกษ,Ta Kat,Uthumphon Phisai,Si Sa Ket
331011,33120,หัวช้าง,อุทุมพรพิสัย,ศรีสะเกษ,Hua Chang,Uthumphon Phisai,Si Sa Ket
331012,33120,รังแร้ง,อุทุมพรพิสัย,ศรีสะเกษ,Rang Raeng,Uthumphon Phisai,Si Sa Ket
331014,33120,แต้,อุทุมพรพิสัย,ศรีสะเกษ,Tae,Uthumphon Phisai,Si Sa Ket
331015,33120,แข้,อุทุมพรพิสัย,ศรีสะเกษ,Khae,Uthumphon Phisai,Si Sa Ket
331016,33120,โพธิ์ชัย,อุทุมพรพิสัย,ศรีสะเกษ,Pho Chai,Uthumphon Phisai,Si Sa Ket
